Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units],[Age],[Sex],[Location],[Education level],[Activity],[Freq],[Type of product],[Type of renewable technology],[Mode of transportation],[Name of non-communicable disease],[Type of skill],[Migratory status],[Type of speed],[Quantile],[Level/Status],[Type of occupation]
3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 and 10-14 years)",218.0,Ecuador,2007.0,90.03,2007.0,,,,,Registration National Statistics & WPP2022,,,CA,,G,PER_1000_POP,15-19,FEMALE,,,,,,,,,,,,,,
3.0,3.b,3.b.1,SH_ACS_MCV2,Proportion of the target population who received measles-containing-vaccine second-dose (MCV2) (%),218.0,Ecuador,2007.0,,2007.0,,,,,"WHO/UNICEF coverage estimates 2022 revision, July 2023",,MCV2 have not been introduced in the national immunization schedule in the given country (or  group of countries) ,N,,G,PERCENT,,,,,,,,,,,,,,,,
17.0,17.4,17.4.1,DT_TDS_DECT,Debt service as a proportion of exports of goods and services (%),218.0,Ecuador,2007.0,12.10099,2007.0,,,,,"World Bank, International Debt Statistics.",,,G,,G,PERCENT,,,,,,,,,,,,,,,,
7.0,7.2,7.2.1,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),218.0,Ecuador,2007.0,15.88,2007.0,,,,,"IEA (2023), World Energy Balances",,,E,,G,PERCENT,,,,,,,,,,,,,,,,
9.0,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech manufacturing value added in total value added (%),218.0,Ecuador,2007.0,6.31,2007.0,,,,,UNIDO INDSTAT Database. Available at https://stat.unido.org,,,CA,A,G,PERCENT,,,,,ISIC3_D,,,,,,,,,,,
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2007.0,21.0,2007.0,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,G,,G,PERCENT,,,,,,,,,,,,,,B50,,
3.0,3.3,3.3.1,SH_HIV_INCD,"Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)",218.0,Ecuador,2007.0,0.21,2007.0,,,,,UNAIDS,,,E,A,G,PER_1000_UNINFECTED_POP,15-49,FEMALE,,,,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),218.0,Ecuador,2008.0,26.47,2008.0,,,,,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,TONNES_M,,,,,TOTAL,,,,,,,,,,,
3.0,3.2,3.2.2,SH_DYN_NMRTN,Neonatal deaths (number),218.0,Ecuador,2008.0,3123.0,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<1M,BOTHSEX,,,,,,,,,,,,,,
4.0,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2008.0,2.99204,2008.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; 2Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
10.0,10.2,10.2.1,SI_POV_50MI,Proportion of people living below 50 percent of median income (%),218.0,Ecuador,2008.0,21.4,2008.0,,,,,World Bank's Poverty and Inequality Platform,,Based on data from ENEMDU. Estimated from unit-record income data. ,G,,G,PERCENT,,,,,,,,,,,,,,B50,,
1.0,1.3,1.3.1,SI_COV_SOCAST,[World Bank] Proportion of population covered by social assistance programs (%),218.0,Ecuador,2008.0,84.01447,2008.0,,,,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",,,CA,,G,PERCENT,,,,,,,,,,,,,,Q1,,
1.0,1.3,1.3.1,SI_COV_SOCAST,[World Bank] Proportion of population covered by social assistance programs (%),218.0,Ecuador,2008.0,57.87631,2008.0,,,,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",,,CA,,G,PERCENT,,,,,,,,,,,,,,_T,,
3.0,3.1,3.1.1,SH_STA_MORT,Maternal mortality ratio,218.0,Ecuador,2008.0,87.58868,2008.0,,95.74482,78.52322,,"Estimates by WHO, UNICEF, UNFPA, World Bank Group and UNDESA/Population Division. Geneva: World Health Organization; 2023.",,,E,,G,PER_100000_LIVE_BIRTHS,,FEMALE,,,,,,,,,,,,,,
1.0,1.2,1.2.1,SI_POV_NAHC,Proportion of population living below the national poverty line (%),218.0,Ecuador,2008.0,35.1,2008.0,,,,,"Poverty and Inequality Platform, World Bank",,"Source: INEC. ENEMDU, Income Poverty; Dec data; Moderate Poverty Line (individuals). Poverty line is absolute. Government estimate.",CA,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
1.0,1.3,1.3.1,SI_COV_SOCINS,[World Bank] Proportion of population covered by social insurance programs (%),218.0,Ecuador,2008.0,7.2553,2008.0,,,,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",,,CA,,G,PERCENT,,,,,,,,,,,,,,_T,,
1.0,1.3,1.3.1,SI_COV_SOCINS,[World Bank] Proportion of population covered by social insurance programs (%),218.0,Ecuador,2008.0,2.07787,2008.0,,,,,"ASPIRE: The Atlas of Social Protection - Indicators of Resilience and Equity, The World Bank. Data are based on national representative household surveys. (datatopics.worldbank.org/aspire/)",,,CA,,G,PERCENT,,,,,,,,,,,,,,Q1,,
9.0,9.4,9.4.1,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),218.0,Ecuador,2008.0,2.34,2008.0,,,,,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,TONNES_M,,,,,ISIC4_C10T32X19,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2008.0,9.27,2008.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,FEMALE,,,,,,,,,,,,,,
10.0,10.5,10.5.1,FI_FSI_FSKNL,Non-performing loans net of provisions to capital (%),218.0,Ecuador,2008.0,-10.1278207515114,2008.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
1.0,1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",218.0,Ecuador,2008.0,84.59014,2008.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
1.0,1.4,1.4.1,SP_ACS_BSRVSAN,"Proportion of population using basic sanitation services, by location (%)",218.0,Ecuador,2008.0,78.17546,2008.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
17.0,17.9,17.9.1,DC_FTA_TOTAL,Total official development assistance (gross disbursement) for technical cooperation (millions of 2022 United States dollars),218.0,Ecuador,2008.0,49.12255,2008.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
3.0,3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic health sectors, gross disbursement, by recipient countries (millions of constant 2022 United States dollars)",218.0,Ecuador,2008.0,20.61395,2008.0,,,,2022.0,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements; Based on OECD, CRS databased, 2024; Constant 2022 USD million",C,,G,CON_USD_M,,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2008.0,6.75,2008.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15+,BOTHSEX,,,,,,,,,,,,,,
3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 and 10-14 years)",218.0,Ecuador,2008.0,2.76,2008.0,,,,,Registration National Statistics & WPP2022,,,CA,,G,PER_1000_POP,10-14,FEMALE,,,,,,,,,,,,,,
3.0,3.7,3.7.2,SP_DYN_ADKL,"Adolescent birth rate (per 1,000 women aged 15-19 and 10-14 years)",218.0,Ecuador,2008.0,92.21,2008.0,,,,,Registration National Statistics & WPP2022,,,CA,,G,PER_1000_POP,15-19,FEMALE,,,,,,,,,,,,,,
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2008.0,99.1,2008.0,,100.0,93.6,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
7.0,7.1,7.1.2,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),218.0,Ecuador,2008.0,82.6,2008.0,,95.2025,65.2,,"Global Health Observatory (GHO), World Health Organisation (WHO).",,,E,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
2.0,2.2,2.2.2,SN_STA_OVWGTN,Children moderately or severely overweight (thousands),218.0,Ecuador,2008.0,90.5,2008.0,,104.6,78.3,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,NUM_TH,<5Y,,,,,,,,,,,,,,,
17.0,17.3,17.3.2,BX_TRF_PWKR,Volume of remittances (in United States dollars) as a proportion of total GDP (%),218.0,Ecuador,2008.0,5.00081,2008.0,,,,,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,,G,,G,PERCENT,,,,,,,,,,,,,,,,
15.0,15.1,15.1.2,ER_PTD_TERR,Average proportion of Terrestrial Key Biodiversity Areas (KBAs) covered by protected areas (%),218.0,Ecuador,2008.0,20.90287,2008.0,,21.21398,20.48926,,"BirdLife International, IUCN and UNEP-WCMC (2021). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of Key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas and (where available) for Other Effective area-based Conservation Measures and from the World Database on OECMs (www.protectedplanet.net)",,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2008.0,15.3,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2008.0,6659.0,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,BOTHSEX,,,,,,,,,,,,,,
2.0,2.a,2.a.1,AG_PRD_ORTIND,Agriculture orientation index for government expenditures,218.0,Ecuador,2008.0,0.21,2008.0,,,,,Data from the United Nations Economic Commission for Latin Americ and the Caribbean (ECLAC/CEPAL). UNSD national accounts estimates.,,Budgetary Central Government Expenditure,C,A,G,INDEX,,,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2008.0,19.9,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,MALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_IMRT,"Infant mortality rate (deaths per 1,000 live births)",218.0,Ecuador,2008.0,17.6,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,PER_1000_LIVE_BIRTHS,<1Y,BOTHSEX,,,,,,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2008.0,7.84,2008.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
8.0,8.5,8.5.2,SL_TLF_UEM,"Unemployment rate, by sex and age - 13th ICLS (%)",218.0,Ecuador,2008.0,3.2,2008.0,,,,,"LFS - National Survey on Employment, Unemployment and Underemployment",,Repository: ILO-STATISTICS - Micro data processing,C,A,G,PERCENT,15+,MALE,,,,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2008.0,0.88,2008-2012,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,ISIC4_GTT,,,,,,,,,,,
9.0,9.4,9.4.1,EN_ATM_CO2GDP,Carbon dioxide emissions per unit of GDP PPP (kilogrammes of CO2 per constant 2017 United States dollars),218.0,Ecuador,2008.0,0.178,2008.0,,,,2017.0,"IEA (2023), Greenhouse gas emissions from energy. https://www.iea.org/statistics",,,E,,G,KG_PER_CON_USD,,,,,,,,,,,,,,,,
6.0,6.4,6.4.1,ER_H2O_WUEYST,Water Use Efficiency (United States dollars per cubic meter),218.0,Ecuador,2008.0,51.59,2008-2012,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,USD/m3,,,,,INDUSTRIES,,,,,,,,,,,
7.0,7.a,7.a.1,EG_IFF_RANDN,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems (millions of constant 2021 United States dollars)",218.0,Ecuador,2008.0,3.07,2008.0,,,,2021.0,"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2024, The international Renewable Energy Agency (IRENA)",,"Commitments by recipient country, in million USD at 2021 prices and exchange rates (using donor country deflators). The aggregated figures only include the historical list of developing countries with a few modifications to account for the shifting nature of international public finance.",E,,G,CON_USD_M,,,,,,,,ALL,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2008.0,2852.0,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,FEMALE,,,,,,,,,,,,,,
3.0,3.2,3.2.1,SH_DYN_MORTN,Under-five deaths (number),218.0,Ecuador,2008.0,3807.0,2008.0,,,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2024.",,,E,,G,NUMBER,<5Y,MALE,,,,,,,,,,,,,,
2.0,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),218.0,Ecuador,2008.0,27.8,2008.0,,29.5,26.2,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,PER_POP_U5,<5Y,,,,,,,,,,,,,,,
10.0,10.5,10.5.1,FI_FSI_FSKA,Regulatory capital to assets (%),218.0,Ecuador,2008.0,12.613661031724,2008.0,,,,,IMF,,,C,A,G,PERCENT,,,,,,,,,,,,,,,,
6.0,6.6,6.6.1,EN_LKRV_PWAP,Lakes and rivers permanent water area (% of total land area),218.0,Ecuador,2008.0,0.00603,2003-2007,,,,,Global Surface Water Explorer extraction for UN Environment Programme,,,E,A,G,PERCENT,,,,,,,,,,,,,,,,
3.0,3.c,3.c.1,SH_MED_DEN,"Health worker density, by type of occupation (per 10,000 population)",218.0,Ecuador,2008.0,11.015,2008.0,,,,,"National health Workforce Accounts database, WHO.  Available at https://apps.who.int/nhwaportal. For the specific sources and metadata by country, refer to database directly.",,,C,,G,PER_10000_POP,,,,,,,,,,,,,,,,PHYS
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2008.0,9.75,2008.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15-24,MALE,,,,,,,,,,,,,,
8.0,8.1,8.10.1,FB_ATM_TOTL,"Number of automated teller machines (ATMs) per 100,000 adults",218.0,Ecuador,2008.0,34.2814764808786,2008.0,,,,,IMF,,,C,A,G,PER_100000_POP,15+,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2008.0,15.88773,2008.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Survey name: ENEMDU. Uses an income aggregate.",G,,G,PERCENT,ALLAGE,BOTHSEX,RURAL,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_DAY1,Proportion of population below international poverty line (%),218.0,Ecuador,2008.0,7.5,2008.0,,,,2017.0,"Poverty and Inequality Portal, World Bank",,"Accessed March 26, 2024. Based on data from ENEMDU. Estimated from unit-record income data. ",G,,G,PERCENT,ALLAGE,BOTHSEX,ALLAREA,,,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2008.0,5.52,2008-2012,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,ISIC4_A01_A0210_A0322,,,,,,,,,,,
6.0,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),218.0,Ecuador,2008.0,0.38,2008-2012,,,,,Food and Agriculture Organisation of United Nations (FAO),,,G,A,G,PERCENT,,,,,INDUSTRIES,,,,,,,,,,,
2.0,2.a,2.a.1,AG_PRD_AGVAS,Agriculture value added share of GDP (%),218.0,Ecuador,2008.0,8.97,2008.0,,,,,UNSD national account estimates,,UNSD national account estimates,C,A,G,PERCENT,,,,,,,,,,,,,,,,
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",218.0,Ecuador,2008.0,2.94,2008.0,,,,,Organization of American States (OAS),,,C,,G,PER_100000_POP,,FEMALE,,,,,,,,,,,,,,
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",218.0,Ecuador,2008.0,17.98,2008.0,,,,,Organization of American States (OAS),,,C,,G,PER_100000_POP,,BOTHSEX,,,,,,,,,,,,,,
16.0,16.1,16.1.1,VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",218.0,Ecuador,2008.0,33.0,2008.0,,,,,Organization of American States (OAS),,,C,,G,PER_100000_POP,,MALE,,,,,,,,,,,,,,
6.0,6.2,6.2.1,SH_SAN_SAFE,"Proportion of population using safely managed sanitation services, by urban/rural (%)",218.0,Ecuador,2008.0,35.78068,2008.0,,,,,"WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2023)",,,E,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2008.0,97.2,2008.0,,,,,World Bank,,,C,,G,PERCENT,,,ALLAREA,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2008.0,99.6,2008.0,,,,,World Bank,,,C,,G,PERCENT,,,URBAN,,,,,,,,,,,,,
7.0,7.1,7.1.1,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",218.0,Ecuador,2008.0,93.3,2008.0,,,,,World Bank,,,M,,G,PERCENT,,,RURAL,,,,,,,,,,,,,
9.0,9.c,9.c.1,IT_MOB_2GNTWK,Proportion of population covered by at least a 2G mobile network (%),218.0,Ecuador,2008.0,89.28,2008.0,,,,,Secretaría Nacional de Telecomunicaciones (SENATEL),,,C,,G,PERCENT,,,,,,,,,,,,,,,,
2.0,2.2,2.2.1,SH_STA_STNTN,Children moderately or severely stunted (thousands),218.0,Ecuador,2008.0,436.0,2008.0,,462.5,410.5,,"Source: Joint Child Malnutrition Estimates (2023 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,,M,A,G,NUM_TH,<5Y,,,,,,,,,,,,,,,
1.0,1.1,1.1.1,SI_POV_EMP1,"Employed population below international poverty line, by sex and age (%)",218.0,Ecuador,2008.0,6.47,2008.0,,,,,"ILO modelled estimates, Nov. 2023",,,M,A,G,PERCENT,15+,FEMALE,,,,,,,,,,,,,,
